PriorityRank,Verdict,Confidence,SupplierTitle,AmazonTitle,Supplier EAN,Amazon EAN,ASIN,SupplierPrice,SellingPrice,NetProfit,ROI,Sales,Pack Verdict,Adjusted Profit,Key Match Evidence,Filter Reason,SourceSection
178,NEEDS VERIFICATION,70,ADORN GLASS VASE RS-818,"Vases, Vase Flowers Glass, Ledoir 20cm 8 Inch Tall Modern Essentials 1L Clear Modern Living Room Round Flower Jug Pampas Decor Simplistic Gifting Flowera Tulip Rose",6923456812390,731722276427,B097NQ13MJ,GBP 1.55,GBP 10.90,GBP 2.47,134.4%,500,1:1 Match,GBP 2.47,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
179,NEEDS VERIFICATION,70,SPACE GUN,Light Up LED Space Gun Flashing Toy Black,5012866069300,-,B09KS3Q55Q,GBP 4.91,GBP 16.99,GBP 4.98,107.4%,50,1:1 Match,GBP 4.98,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
180,HIGHLY LIKELY - AUDITED OUT,85,PLASTIC CLEAR ROUND 6 SECTION TRAY,"Junw 4 pack Clear Compartment Trays with 6 Section, Reusable Plastic Trays and Platters for Parties, 12"" Serving Tray Perfect for Appetizers Snacks, Veggie, Candy, Fruit & Nut",615867839078,767461986853,B0F28RTFV4,GBP 1.55,GBP 13.99,GBP 4.47,242.8%,100,Pack mismatch 1->4.00 (need 4 units),GBP -0.18,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
181,NEEDS VERIFICATION,85,BRIGHT & HOMELY HANGERS VELVET NON SLIP BLACK 3 PACK,"20 Pack Velvet Coat Hangers - Non Slip Velvet Hangers for Clothes, Space Saving Adult Hangers with Tie Organizer & Swivel Hooks - Clothes Hangers Wardrobe Storage - Black",5050796010146,5059059048322,B0B3J2R8N9,GBP 0.74,GBP 11.99,GBP 4.02,343.7%,600,Pack mismatch 1->6.67 (need 7 units),GBP -0.19,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
182,NEEDS VERIFICATION,70,GARDEN PLANTER 3D FLOWERS HANGING,OGIMA 10 x Metal Iron Flower Pot Vase Hanging Balcony Garden Planter Home Decor,8720573116121,-,B01A8BEZB0,GBP 2.95,GBP 13.99,GBP 4.49,149.2%,50,1:1 Match,GBP 4.49,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
183,NEEDS VERIFICATION,70,SUPERIOR FOIL 5 CONTAINERS & LID 9X13IN,"Superior Foil Containers with Lids - 9x13 Inches Sturdy Deep Foil Trays with Lid, Ideal for Cooking, Baking,Roasting, BBQ, Meal Prep Storage Tray - Large Foil Trays with Lids (5 Pack)",5060357992217,-,B07GZGXQYG,GBP 4.03,GBP 14.79,GBP 4.16,106.3%,200,1:1 (1x5 vs 5x1),GBP 4.16,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
184,HIGHLY LIKELY - AUDITED OUT,85,SQUARE SPICE JAR BLACK/WHITE,"Square Spice Jars Set of 24 with Bamboo Lids, Shaker Inserts, Pre-Printed English Labels, Black and White Stickers (180 Spice Names), Silicone Funnel, and Cleaning Brush (English Labels)",6923456823471,-,B0CNCZJLYF,GBP 0.78,GBP 24.99,GBP 10.72,893.7%,200,Pack mismatch 1->24.00 (need 24 units),GBP -7.22,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
185,NEEDS VERIFICATION,70,URBAN LIVING GLASS STORAGE METAL LID 500ML,"ZENO Clip Top Glass Jars 500ml 6PCS / Airtight Glass Storage / Perfect for Dry Food, Coffee Beans & Tea Bags / Kitchen Preserving & Spice Containers",5414886279446,5060862674356,B0BXFDQX57,GBP 1.08,GBP 17.95,GBP 5.67,390.9%,400,Pack mismatch 1->6.00 (need 6 units),GBP 0.27,Anchor=500ml,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
186,NEEDS VERIFICATION,70,RYSON 9PC SCOURING PADS WITH FOAM,"We Can Source It Ltd - Heavy Duty Green Catering Kitchen Sponge Scourer Pads, Reusable Scouring Pads for Dish Cleaning - 40 Pack",5060345221978,-,B07SD9SF6J,GBP 1.21,GBP 14.99,GBP 5.93,380.9%,100,Pack mismatch 1->4.44 (need 5 units),GBP 1.77,-,Verify unit-count/pack on Amazon listing,NEEDS VERIFICATION (count=429)
187,NEEDS VERIFICATION,70,ADORN LARGE WIRE FRUIT BOWL 25X10.5CM,"Black Fruit Bowl, 25x14cm Large Wire Fruit Bowl, Metal Black Fruit Basket, Durable",6923456823419,769390275046,B0819TYSH4,GBP 2.32,GBP 16.99,GBP 4.26,171.7%,200,Pack mismatch 1->1.40 (need 2 units),GBP 3.33,-,EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing,NEEDS VERIFICATION (count=429)
188,NEEDS VERIFICATION,70,PPS FOOD CONTAINERS & LIDS PLASTIC RECTANGULAR 50PC 1000ML,Superior Takeaway Containers with Lids - 20 Pcs Durable 1000ml Crack-Resistant Rectangular Food Containers with Lids -Microwave Safe Leak-Proof Takeaway Containers-Perfect for Meal Prep & Food Storage,50304811980403,5060357990961,B0DLJD3GSS,GBP 5.71,GBP 14.97,GBP 1.77,33.4%,100,Split candidate (0.40),GBP 5.20,Brand partial; Anchor=1000ml; Shared tokens=5,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
189,NEEDS VERIFICATION,70,DRESS ME UP STICKERS ACTIVITY BOOK,Sticker Dress Up Books - Dress Me Up Sticker Activity Book for Kids. Learn Girls Fashion Design with Stickers and Guides for Kids 5 and up. (Sticker Dress Up),5013922069241,677937913699,B09FL9KRY4,GBP 1.02,GBP 8.40,GBP 2.62,186.7%,300,1:1 Match,GBP 2.62,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
190,HIGHLY LIKELY - AUDITED OUT,85,CHEF AID PASTRY CUTTERS W184,"Chef Aid Pastry Cutters, Set Of 3, Cookie Biscuit Cutter, Scone, Mince Pie, Tarts, Mini Quiches, Dough, At Home Baking, Cake Decorating, Fondant Icing, Round Circle Crinkled Stainless Steel Cutters",5012904001842,-,B004MM6OSY,GBP 1.14,GBP 6.27,GBP 0.38,25.7%,800,Pack mismatch 1->3.00 (need 3 units),GBP -1.90,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
191,NEEDS VERIFICATION,70,KIDS CREATE CARRY ALONG,Bubble Mania Carry Along Bubble Machine For Kids - Automatic Bubble Maker With Handle - For Indoor and Outdoor Use - Portable Bubble Blower For Kids,5012128602252,5060522532637,B0D9QV5KHT,GBP 1.05,GBP 8.99,GBP 1.36,95.1%,700,1:1 Match,GBP 1.36,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
192,NEEDS VERIFICATION,70,KEEP IT HANDY KITCHEN FOIL 8M,"SOL 4pk Tin Foil 32m in Total - 8m x 29cm Large Size - Non-Stick Tin Foil for Wrapping, Grilling, BBQ & Baking - Heavy-Duty Silver Cooking Foil with Cutter",5056175978915,5056175968534,B0972XX1B2,GBP 1.37,GBP 9.79,GBP 2.39,141.3%,400,1:1 Match,GBP 2.39,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
193,NEEDS VERIFICATION,70,ALUMINIUM OVEN TRAY 30CM,"Scoville Expert NEVERSTICK+ 30cm Deep Baking Tray, Non Stick Baking Tray for Oven, 30cm x 20cm, Perfect for Meats & Vegetables, Oven Safe to 260Â°C, Dishwasher Safe, PFOA Free, Aluminium, Grey",8699118008798,-,B0D1KX7XKK,GBP 4.03,GBP 15.00,GBP 4.30,110.1%,50,1:1 Match,GBP 4.30,Anchor=30cm; Shared tokens=4,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
194,NEEDS VERIFICATION,70,LADIES HAT WITH POM-POM,Winter Hats for Women Bobble Hat Black Beanie Hats Double Fleece Layer Line with Pom Pom Wooly Hats Women,5060605732121,-,B0C9QGZL8H,GBP 2.27,GBP 8.49,GBP 2.23,91.6%,500,1:1 Match,GBP 2.23,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
195,NEEDS VERIFICATION,70,FIRST AID KNEE SUPPORT 3 SIZES,"Safety First Aid Group HypaBand Tubular Bandage - Size E Large Ankle, Medium Knee Small Thigh, White, 5m",5050565436887,5037331031064,B096MW45XC,GBP 1.21,GBP 10.51,GBP 2.49,159.8%,300,1:1 Match,GBP 2.49,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
196,NEEDS VERIFICATION,70,GLOVE LADIES WINTER GLOVES ASSORTED,"4 Pairs Women's Winter Touch Screen Gloves,Ladies Thermal Gloves Soft Warm Knit Glove for Running Driving Working Typing",5026308197124,-,B0FP241HXK,GBP 0.81,GBP 8.99,GBP 2.74,223.9%,100,1:1 Match,GBP 2.74,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
197,NEEDS VERIFICATION,70,ADORN GLASS OIL DISPENSER 250ML,Olietta Oil Dispenser Borosilicate Glass Olive Oil Bottle - 250ml Non Drip Dispenser - Leak Proof Pourer Vinegar Drizzler - Easy Clean Drip Free Bottles for Kitchen,6923456815117,5060784780081,B08PHWB5RK,GBP 0.78,GBP 9.85,GBP 2.83,235.7%,50,1:1 Match,GBP 2.83,Anchor=250ml; Shared tokens=4,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
198,NEEDS VERIFICATION,70,HOBBY HORSE 32INCH ASSORTED,"Toyrific 99 cm Hobby Horse Toy with Sounds, Strong Grip Handles and Wheels, Dark Brown",5050788080959,-,B07SWNYWXF,GBP 6.52,GBP 15.99,GBP 2.94,49.1%,400,1:1 Match,GBP 2.94,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
199,NEEDS VERIFICATION,70,KILROCK BATHROOM & KITCHEN DRAIN UNBLOCKER 1 LITRE(SOLD EACH),"Kilrock SLAM - Sink and Plughole Bathroom Drain Unblocker - Multi-Pack x12 - Dissolves Grease, Fat & Food - For Smelly Drains",5014353093539,-,B099H4D9TH,GBP 4.16,GBP 14.90,GBP 4.12,102.6%,50,1:1 (1x1 vs 1x1),GBP 4.12,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
200,NEEDS VERIFICATION,70,RUBBER DUCK FAMILY BATH TOY 3 PACK,Rubber Duck Bath Toy Set - Floating Duck Family by KOKSI - 4-Piece - Baby & Toddler Bathtime Fun for Bath & Pool,5015302108809,-,B09X78TC7Q,GBP 0.88,GBP 8.89,GBP 2.13,166.3%,200,Split candidate (0.33),GBP 2.71,-,Verify split/repack feasibility + unit-count,NEEDS VERIFICATION (count=429)
201,NEEDS VERIFICATION,70,GARDEN GLOVES LADIES 3 ASSORTED COLOURS,"3 Pairs Gardening Gloves for Women, Ladies Garden Glove Gardening Working Glove Floral Garden Gloves with Elastic Cuffs for Yard, Cleaning",8721037327206,-,B0BNL3LYHD,GBP 0.74,GBP 7.59,GBP 1.80,153.5%,400,1:1 Match,GBP 1.80,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
202,NEEDS VERIFICATION,70,SUPERIOR FOIL 10 CONTAINERS & LID 2 LTR,"Superior 10-Pack Aluminium Foil Trays with Paper Lids, Heavy Duty Aluminium Takeaway Containers, Freezer & Oven Safe Tin Foil Trays For Baking, Cooking, Broiling, Storage Containers, 9 x 9 inch",5060357990091,5060357990107,B0DJDH23JW,GBP 4.44,GBP 12.97,GBP 1.48,34.8%,700,1:1 (1x10 vs 10x1),GBP 1.48,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
203,NEEDS VERIFICATION,70,GRIMALDI MAXISTONE GRILL PAN 28CM,"Kordisen Nonstick Griddle Pan for Induction Hob, 28cm Square Grill Pan for Indoor Cooking, Granite Coating Steak Skillet with Pour Spouts, PFOA Free",5060748076939,-,B0CY21GRNH,GBP 9.54,GBP 22.67,GBP 3.41,40.1%,300,1:1 Match,GBP 3.41,Anchor=28cm,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
204,HIGHLY LIKELY - AUDITED OUT,70,BACOFOIL ZIPPER BAGS ALL PURPOSE 15 PACK SMALL 1L,Bacofoil 3 x Zipper Small All Purpose Bags Food Freezing Storage Bags (45 Bags),5023139861019,-,B08FBJ59DR,GBP 1.94,GBP 9.96,GBP 2.17,100.0%,500,Pack mismatch 1->3.00 (need 3 units),GBP -1.72,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
205,NEEDS VERIFICATION,85,BRIGHT & HOMELY MASKING TAPE 36MMx40M PACK OF 6,"Pack of 6 Masking Tape Rolls (24mm x 50m) - Premium Quality Masking Tape for Painting, Decorating & Crafts, Low Tack, Residue-Free, Strong Adhesion, Ideal Paper Tape, Artist & Paint Use",5050796011716,-,B0DN1K8KKD,GBP 4.02,GBP 11.99,GBP 2.18,56.0%,500,1:1 (6x1 vs 6x1),GBP 2.18,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
206,NEEDS VERIFICATION,70,MILESTONES CHAMPAGNE FLUTE 18TH BIRTHDAY,DIAMANTE Swarovski 18th Birthday Champagne Flute - Single Crystal Champagne Glass with Platinum 18 Embossed and Sparkling Crystals - Gift Boxed,5017224977396,8586022121777,B089QNV77X,GBP 6.05,GBP 17.90,GBP 3.58,64.0%,200,1:1 Match,GBP 3.58,Anchor=18th; Shared tokens=4,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
207,NEEDS VERIFICATION,70,HOT WHEELS DIG KIT WITH SAND,"Hot Wheels City Wreck & Ride Gorilla Attack with 1 Hot Wheels Car, Connects to Other Sets, Gas Station-Themed Set, Gift for Kids 4 to 8 Years Old, HDR30",5015934827291,-,B09CGCBVJZ,GBP 4.60,GBP 15.00,GBP 3.83,87.6%,100,1:1 Match,GBP 3.83,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
208,NEEDS VERIFICATION,70,ALUMINIUM OVEN TRAY 36CM,"Scoville Xtra 36cm Roasting Tray, Non Stick Roasting Tray for Oven, NEVERSTICK Coated, Oven Safe Up To 260Â°C, Easy to Clean, Perfect for Vegetables & Meats, Dishwasher Safe, Toughened Aluminium, Black",8699118010005,-,B0DXQ56JTB,GBP 5.17,GBP 16.00,GBP 4.06,83.6%,50,1:1 Match,GBP 4.06,Anchor=36cm; Shared tokens=4,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
209,NEEDS VERIFICATION,85,PLASTIC LOTA SILVER,Lota / Bodna / Toilet Wash Jug / 2.25 litres / Plastic (Grey),742288761258,6041218105730,B01E3U1S5S,GBP 1.94,GBP 11.75,GBP 2.83,130.5%,200,1:1 Match,GBP 2.83,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
210,HIGHLY LIKELY - AUDITED OUT,85,TEA TOWELS CLASSIC 2PC ASSORTED COLOURS,"Tea Towels Extra Large 70 X 40 cm Kitchen Towels Set - 100% Cotton Terry Towelling Soft Absorbent Lint Free Kitchen Cloth Dish Towels and Bar Towels Assorted Colors (Pack of 3), Blue",5056239427595,5060999744083,B0BWFGSV62,GBP 1.09,GBP 5.99,GBP 0.10,6.8%,400,Pack mismatch 1->1.50 (need 2 units),GBP -0.45,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
211,NEEDS VERIFICATION,70,SQUARE STORAGE CONTAINERS 900ML 3PC,Sistema Ultra Airtight Pantry Storage Container / 920 ml Square Food Storage Container / Stackable / with Locking Clips / BPA-Free / Clear with Black Accents,5050565706331,-,B01MT7OJAC,GBP 1.77,GBP 9.49,GBP 2.29,112.8%,100,Split candidate (0.33),GBP 3.47,-,Verify split/repack feasibility + unit-count,NEEDS VERIFICATION (count=429)
212,NEEDS VERIFICATION,70,DIWALI SALAD BOWL 21CM,"CSYY Large Salad Bowl, 1800ml Porcelain Fruit Serving Bowls, Stylish Blue Bowl Handmade Round Soup Bowl,Bowl for Soup,Salad,Noodle 21cm",026102944257,779880162763,B08MJ8HT82,GBP 4.37,GBP 15.99,GBP 3.67,87.5%,100,1:1 Match,GBP 3.67,Anchor=21cm,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
213,NEEDS VERIFICATION,70,ALPINA COASTER PAN 21X0.5CM,"2 Sizes Silicone Pan Handle Covers - Heat Resistant Non-Slip Handle Sleeves for Cast Iron Skillets, Metal Frying Pans, Kitchen Cooking Accessories, Grey",8711252181219,-,B0D5B6K4SJ,GBP 0.96,GBP 9.96,GBP 2.76,203.5%,50,1:1 Match,GBP 2.76,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
214,NEEDS VERIFICATION,70,ASHLEY SILICONE SLOTTED SPOON,OXO Good Grips Silicone Slotted Spoon - Peppercorn,5017403153443,-,B082WMCH54,GBP 1.45,GBP 9.90,GBP 2.84,161.2%,100,1:1 Match,GBP 2.84,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
215,NEEDS VERIFICATION,70,BABY PIPKIN SILICONE PACIFIER,"Baby Fruit Feeder Set, Includes 2 Food Dummy Feeders with 3 Size Nipples, Silicone Feeder for Babies, Pacifier & Storage Containersr",5055706660428,768877243028,B0DT4NPX7D,GBP 0.85,GBP 8.49,GBP 2.48,197.2%,100,1:1 Match,GBP 2.48,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
216,NEEDS VERIFICATION,70,SUPERIOR FOIL 5 CONTAINERS & LID 4.5LTR,"Superior Foil Containers with Lids - 9x13 Inches Sturdy Deep Foil Trays with Lid, Ideal for Cooking, Baking,Roasting, BBQ, Meal Prep Storage Tray - Large Foil Trays with Lids (5 Pack)",5060357994426,5060357992217,B07GZGXQYG,GBP 3.49,GBP 14.79,GBP 3.06,88.6%,200,1:1 (1x5 vs 5x1),GBP 3.06,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
217,NEEDS VERIFICATION,70,MINI GLASS JAR 120ML PK6,"ComSaf Mini Mason Jars 120mL/4oz - 8 Pack, Small Glass Jars with Lids and Seal Bands, Small Glass Canning Jar, Jam Jars, Preserving Jars for Honey, Jelly, Dessert, Shower Wedding Favors, DIY Decor",5056338391155,-,B09YRC9SXW,GBP 2.17,GBP 11.99,GBP 2.58,109.2%,400,Pack mismatch 1->1.33 (need 2 units),GBP 1.85,Anchor=120ml; Shared tokens=4,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
218,NEEDS VERIFICATION,70,APOLLO STAINLESS STEEL SOLID SERVING SPOONS SML,"Serving Spoons 4 Pieces, Kyraton Serving Spoon, Include 2 Serving Spoon and 2 Slotted Spoons, Stainless Steel Serving Utensils, Serving Set Packing of 4",5026180087773,-,B08HGPVVXZ,GBP 0.74,GBP 6.99,GBP 1.37,117.2%,900,Pack mismatch 1->4.00 (need 4 units),GBP -0.86,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
219,NEEDS VERIFICATION,70,UNIQUE ROUND WHITE TABLE COVER 84IN,PLULON 10Pack Round Plastic Tablecloths White Table Cover 84 inch Waterproof PEVA Tablecloth Bulk for Birthday Wedding Picnic Home Party Table Decorations,011179500215,-,B09ZL3VWP6,GBP 0.97,GBP 16.99,GBP 7.24,532.2%,200,Pack mismatch 1->10.00 (need 10 units),GBP -1.51,-,"Verify unit-count/pack on Amazon listing; If pack assumption holds, becomes AUDITED OUT (AdjProfit<=0)",NEEDS VERIFICATION (count=429)
220,HIGHLY LIKELY - AUDITED OUT,85,SHOWER COMB DETANGLING W/HOOK,"3 Pack Hair Comb Large Wide Tooth Comb Shower Combs Curl Wet Comb for Long, Wet or Curly Hair Detangling",9333527583147,619156297075,B07Y59B1KK,GBP 0.60,GBP 3.99,GBP 0.26,24.3%,400,Pack mismatch 1->3.00 (need 3 units),GBP -0.94,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
221,HIGHLY LIKELY - AUDITED OUT,85,OPAL ROUND DINNER PLATE 27CM WHITE,"Best House / 6 Pcs Opalware Dinner Plates Round / 10""/25.5 cm / Set of 6 Pcs / White / Microwave, Oven, and Dishwasher Safe, Opal Dinnerware Set, Lightweight for Everyday & Party Use",6260573003134,-,B0DR2XPS27,GBP 1.20,GBP 14.99,GBP 3.82,246.6%,200,Pack mismatch 1->6.00 (need 6 units),GBP -2.18,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
222,NEEDS VERIFICATION,70,MAJESTIC FOR HIM PERFUME NO6 100ML EACH,"6 AM Perfume for Men Long Lasting Mens Perfume Inspired by A.fnan 9.PM, Aftershave Men with Apple, Cinnamon, Lavender & Bergamot Scent, Eau de Parfum for Men, Gift for Him, Mens Fragrances 100ml",5055170221095,5065022949596,B0FH6LTVMT,GBP 8.05,GBP 20.99,GBP 3.98,54.9%,50,1:1 Match,GBP 3.98,Anchor=100ml,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
223,NEEDS VERIFICATION,70,SIGNAL TOOTHPASTE WHITENING 100ML PK6,"Active White Toothpaste 100ml x5 / Daily Whitening Toothpaste Multipack / Cleans, Protects & Freshens / Cavity Defense & Long-Lasting Fresh Breath Formula",8934839126919,-,B0FF3PB7SW,GBP 4.69,GBP 9.80,GBP 0.28,6.2%,100,Split candidate (0.17),GBP 4.19,Anchor=100ml,Confirm brand/pack/variant (1–2 details),NEEDS VERIFICATION (count=429)
224,NEEDS VERIFICATION,70,WILD BLOOM BALLPOINT PENS 3,"3 Pcs Floral Ballpoint Pens with Gift Box, Metal Rose Flower Art Ball Point Pen Set, Cute Retractable 1.0mm Black Ink Writing Pens Set for Women Christmas Teacher Office Stationery Gifts, Smooth Write",5012128617010,-,B0G34T9NH1,GBP 1.05,GBP 9.99,GBP 3.73,261.5%,100,Pack mismatch 1->3.00 (need 3 units),GBP 1.63,-,Verify unit-count/pack on Amazon listing,NEEDS VERIFICATION (count=429)
225,NEEDS VERIFICATION,70,MULTI COLOURED BALLS PK10,Table Tennis Balls Ping Pong Balls Multi Coloured 40mm Plastic Cheaper Suitable for Cats and Dogs Parties Sports Adults Family Shool Games Not Suitable for Professional Athletes,5056239408112,-,B0DXPRV9MZ,GBP 1.77,GBP 8.99,GBP 1.93,95.4%,50,Split candidate (0.10),GBP 3.53,-,Verify split/repack feasibility + unit-count,NEEDS VERIFICATION (count=429)
226,NEEDS VERIFICATION,70,WATCH DIGITAL BLACK ASSORTED CW0031,"SOCICO Men Digital Watch 3ATM Waterproof Sport with LED Back Light/Alarm/Date/Stopwatch, Outdoor Multifunctional Digital Wrist Watches",5009459070300,-,B0F31VKDTQ,GBP 4.50,GBP 12.59,GBP 2.21,51.4%,400,1:1 Match,GBP 2.21,-,Verify product identity/variant on Amazon listing,NEEDS VERIFICATION (count=429)
227,NEEDS VERIFICATION,70,LAV GLASS WHISKEY TUMBLER 345ML 3PCE,Lav Coral Tumbler Glasses. Coloured Base (Pack of 6) Whisky Juice Drinking Glasses Set. 345ml,8692952067501,8692952079030,B082XDN4LH,GBP 2.27,GBP 15.00,GBP 4.23,173.4%,200,Pack mismatch 1->2.00 (need 2 units),GBP 1.96,Anchor=345ml,EAN conflict - verify barcode/variant/pack,NEEDS VERIFICATION (count=429)
228,NEEDS VERIFICATION,70,MINKY IRONING BOARD CLIPS PK3,"Minky Easy Fit Ironing board cover + Ironing Board Clips Bundle, 122 x 38 cm",5010353323430,5010353325014,B096K1WR72,GBP 3.90,GBP 11.77,GBP 1.26,33.1%,100,Split candidate (0.33),GBP 3.86,-,EAN mismatch (verify which barcode/variant applies); Verify split/repack feasibility + unit-count,NEEDS VERIFICATION (count=429)
229,NEEDS VERIFICATION,70,CITRONELLA CANDLE IN GLASS POT,"ANGIX 4 x Citronella Candles in Glass Jar Holders Ideal for Mosquito, Fly Insect & Bugs Repellent Long-Lasting Outdoor Protection Candle Sets",8719202922790,5061000169710,B0CYT8VJSB,GBP 1.01,GBP 8.99,GBP 2.57,184.7%,50,1:1 Match,GBP 2.57,-,EAN mismatch (verify which barcode/variant applies),NEEDS VERIFICATION (count=429)
230,HIGHLY LIKELY - AUDITED OUT,85,BABY PIPKIN FEEDING BOWLS 2PCE,"Tommee Tippee Easiscoop Baby Feeding Bowls with Triangular Base and Ergonomic Handle, Stackable, Perfect for Weaning, 6 Months+, Pack of 4",5055706660282,5010415467140,B009EVF9JI,GBP 0.97,GBP 5.49,GBP 0.07,5.5%,400,Pack mismatch 1->2.00 (need 2 units),GBP -0.90,-,-,HIGHLY LIKELY - AUDITED OUT / EXCLUDED (count=57)
231,NEEDS VERIFICATION,85,CREAOTR ZONE METALLIC MARKERS 4PC,"Funnasting Metallic Marker Pens, Set of 10 Assorted Colours Painting Pens Art Pens, Scrapbook Accessories, Card Making, DIY Photo Album, Plastic, Glass, Metal, Stone, Clothes and Pottery",5056683921281,799577018012,B07HJWW9W1,GBP 1.21,GBP 6.49,GBP 1.15,73.8%,900,Pack mismatch 1->2.50 (need 3 units),GBP -0.66,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
232,NEEDS VERIFICATION,70,GLASS DRINKING JAR WITH STRAW,"Rink Drink Drinking Mason Jars with Lids and Reusable Straw - Pack of 4-620ml Glass Drinking Jar Mugs with Handles and Screw Top for Overnight Oats, Smoothies, Cocktails, Drinks",6923456800816,5055415199554,B01AY03ZRA,GBP 0.74,GBP 13.99,GBP 3.52,300.7%,50,Pack mismatch 1->4.00 (need 4 units),GBP 1.29,-,EAN mismatch (verify which barcode/variant applies); Verify unit-count/pack on Amazon listing,NEEDS VERIFICATION (count=429)
233,NEEDS VERIFICATION,85,CAR PRIDE CAR VENT AIR FRESHENER LAVENDER 4ML PACK OF 2,"SCENTORINI Car Air Freshener, 2 Fragrance, Linen & Lavender, Vent Clip, New Car Scent for Men & Women, Car Freshener Long Lasting 6 Pack, Total 24ml",5053249281803,-,B0DGWW3XXC,GBP 1.37,GBP 12.99,GBP 4.42,261.2%,50,Pack mismatch 1->3.00 (need 3 units),GBP 1.68,-,Verify product identity/variant/pack on Amazon listing,NEEDS VERIFICATION (count=429)
